,Atha_Ws_root_GC_Rep1,Atha_Ws_root_GC_Rep2,Atha_Ws_root_GC_Rep3,Atha_Ws_root_FLT_Rep1,Atha_Ws_root_FLT_Rep2,Atha_Ws_root_FLT_Rep3,Atha_Ws_leaf_GC_Rep1,Atha_Ws_leaf_GC_Rep2,Atha_Ws_leaf_GC_Rep3,Atha_Ws_leaf_FLT_Rep1,Atha_Ws_leaf_FLT_Rep2,Atha_Ws_leaf_FLT_Rep3
AT2G08270,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08275,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08280,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08285,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08290,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08295,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08300,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08305,0,0,2,0,0,0,0,0,0,0,0,0
AT2G08310,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08315,0,0,0,0,0,0,0,0,0,1,0,0
AT2G08320,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08330,0,0,0.78,6.26,0.66,0.27,0,0.76,0,0.37,3.6,0.61
AT2G08335,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08340,265.58,288.28,265.76,262.69,239.15,224.1,265.61,283.03,291.91,108.94,167.79,75.9
AT2G08345,4.22,4.58,10.24,0,8.52,1.52,2.93,2.14,15.78,7.14,2.29,6.46
AT2G08350,11,12,21,11,4,14,10,13,13,6,5,4
AT2G08355,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08360,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08365,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08370,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08375,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08380,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08385,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08390,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08395,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08400,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08405,0,0,0,0,0,0,0,0,0.9,0,0,0
AT2G08410,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08415,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08420,0.54,0,0,2.98,2.17,0,0,0,0,11.14,0,0
AT2G08425,2.57,0.42,1.77,0,0.72,0.01,0,0,0,0,1.01,11.02
AT2G08430,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08435,87,121,120,8,4,3,103,73,130,12,11,10
AT2G08440,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08445,0,5,3,0,0,2,0,2,0,1,2,1
AT2G08450,4,0,1,2,4,0,0,1,0,2,0,0
AT2G08455,0,0,0,2,2,0,0,0,0,0,0,0
AT2G08460,1,0,0,0,0,3,0,0,0,0,0,1
AT2G08465,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08470,0,4.88,0.69,3.94,11.65,10,2.32,1.29,3.73,4.4,2.21,11.79
AT2G08475,0,0,0,0,0,0,0.02,0,0,0,0,0
AT2G08480,5.94,0,5.81,0,0,0,0,0,0,0,0,0
AT2G08485,0,0,0,0,0,0,0,0,0,0.5,0,0
AT2G08490,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08495,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08500,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08505,1,1,0,0,0,0,2,1,0,0,0,0
AT2G08510,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08515,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08520,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08525,1.5,0.46,0,5,2.31,0,0,0,0,0,0,0.44
AT2G08530,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08535,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08540,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08545,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08550,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08555,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08560,0,0.63,0,0,0,0,0,0,0,0,0,0
AT2G08565,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08570,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08575,23,10,27,17,2,12,21,35,25,9,16,11
AT2G08580,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08585,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08590,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08595,0.11,0,0,0,0,0,0,0,0,1.53,0,0
AT2G08610,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08620,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08625,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08630,0,0,0,0,0,0,0,0,0,0,0,1
AT2G08635,4.8,49.03,9.4,0,0,9.56,10.82,24.92,14.07,9.37,4.86,13.13
AT2G08640,0.17,0,3,2,0,0,0,0,0,0,0,0
AT2G08645,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08650,317.52,324.56,330.19,109.35,45.57,80.31,265.53,257.29,271.77,28.06,30.02,41.56
AT2G08655,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08660,15.37,55.48,26.77,17,0.64,6.39,15.72,20.67,39.54,13.5,7,7.87
AT2G08665,3954.98,3272.99,3607.98,252008.48,323745.77,302395.26,6434.99,9573.18,5476.98,97711.26,312947.97,231687.9
AT2G08670,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08675,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08680,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08685,3.1,0,10.3,3.47,0,3.76,0,8.68,11.45,0.18,0,0
AT2G08690,2,0,3.07,0,0,0,0,0,0,0,0,0
AT2G08695,0,1.2,0,0,0,0,2.67,0,0,0,0,0
AT2G08700,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08705,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08710,0,1,0,0,0,0,0,0,0,0,0,0
AT2G08715,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08720,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08725,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08730,0,0,0,0,0,0,1.5,2.25,8.5,0,0,0
AT2G08735,9,6,9,2,7,4,4,4,9,7,5,2
AT2G08740,0,0,0,0,0,3.58,0,0,0,0,0,0
AT2G08745,0,0,0,0,0.89,0,0,0,0,0,0,0
AT2G08750,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08755,0,0,0,0,1,0,0,0,0,0,0,0
AT2G08760,0,0,0,0,0,0,0,1,0,0,0,0
AT2G08765,0,0,0,0,0,0,0,0,1,0,0,0
AT2G08770,0,1,0,0.21,0,0,0,0,0,0,0,0
AT2G08775,5.59,1.32,3.19,0,0,0,2,1,1.11,0,0,0
AT2G08780,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08790,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08795,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08800,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08805,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08815,0,1,1,0,0,0,0,1,0,0,0,0
AT2G08820,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08825,0,0,0,0,4,0,0,0,0,0,0,0
AT2G08830,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08835,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08845,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08850,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08855,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08860,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08865,32.86,35.54,46.54,25.32,15.81,35.53,49.75,49.86,55.33,40.71,29.79,36.02
AT2G08870,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08875,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08880,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08885,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08890,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08895,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08900,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08905,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08910,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08915,8.57,5.55,5.21,1.48,0,3.02,13.99,1.13,9.78,0,0.66,11.91
AT2G08920,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08925,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08930,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08935,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08940,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08945,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08950,0,1,0,1,3,6,0,0,0,0,1,0
AT2G08955,1,1,0,0,0,0,2,0,0,0,0,0
AT2G08960,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08965,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08970,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08975,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08980,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08985,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08986,0,0,0,0,0,0,0,0,0,0,0,0
AT2G08990,0,0,0,1,0,0,0,0,0,0,0,0
AT2G08995,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09000,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09005,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09010,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09015,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09020,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09025,0,1,4,0,3,0,0,1,1,1,1,0
AT2G09035,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09040,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09045,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09050,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09055,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09060,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09065,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09070,0,1,0,0,0,1,0,0,0,0,0,0
AT2G09075,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09080,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09085,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09090,1.06,2.31,4.51,6.62,6.81,2.15,1.09,1.14,7.4,2.27,4.45,8.9
AT2G09095,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09100,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09105,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09110,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09115,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09120,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09125,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09130,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09135,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09140,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09150,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09155,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09160,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09165,7,1,6,11,3,11,8,9,10,11,9,7
AT2G09170,0,0,0,0,0,2,1,1,0,0,0,0
AT2G09175,0,0,0,0,0,0,0,0,1.46,0,0,0
AT2G09180,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09185,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09190,26,39,22,19,14,12,47,32,55,25,15,12
AT2G09195,0,3,0,0,1,0,0,0,0,0,0,0
AT2G09200,0,2.43,4.23,0,0,0,0,0,0,2.17,3.52,0
AT2G09205,2,0,3,7,2,0,2,2,0,0,0,0
AT2G09210,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09215,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09220,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09225,55.03,122.39,36.03,39.06,124.32,40,29.1,28.1,26.05,44,40.13,22.08
AT2G09230,0,0,0,0.57,0,0,0,0,0,0.19,0,0
AT2G09235,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09240,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09245,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09250,2.38,9.79,2.07,5.54,9.73,12.17,11.53,3.12,2.27,3,7.86,2.07
AT2G09255,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09260,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09265,0,0,0,0,0,1,0,0,0,0,0,0
AT2G09270,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09280,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09285,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09290,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09295,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09300,1,2.74,2,0,0,1.04,0,1.23,1,0,1,1
AT2G09305,3,4,1,1,2,2,0,2,4,1,4,4
AT2G09310,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09315,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09320,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09325,0,0,0,0.83,0.81,1.84,1.91,2.68,1.64,1.9,0,0
AT2G09330,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09335,0.3,2.78,0,2.5,0,5.48,0,0,0.51,0,1.86,1.08
AT2G09340,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09345,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09350,0,7.05,0,0,0,0,0,3.29,40.24,0,0,0
AT2G09355,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09360,0,0,0,0,0,0,0,2,0,0,0,0
AT2G09365,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09370,0,0,0,0,0,1.68,3.89,0,0,0,0,0
AT2G09375,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09380,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09385,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09388,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09390,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09395,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09400,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09405,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09410,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09415,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09420,0,1.05,0,0,0,0,0,0,0,0,0,0
AT2G09425,0,1,0,0,0,0,1,0,1,3,0,0
AT2G09430,0,1,0,2,2.03,0,1,2,0,3,3.03,0
AT2G09435,0,0.89,0,0.93,0,0,0,0,0,0,2.85,0
AT2G09440,4,5,5,3,1,3,6,2,3,2,0,0
AT2G09445,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09450,0,0,0,0,0,0,0,0,2,0,0,0
AT2G09455,0,1,0,0,0,0,1,2,5,1,0,2
AT2G09460,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09465,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09470,4.61,3.26,7.52,0,2.6,0,3.18,0,3.92,0.13,0,1.09
AT2G09475,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09480,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09490,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09495,0,1,0,0,0,0,0,1,0,1,0,1
AT2G09500,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09505,0,0.44,1.9,0.32,0,0.62,2.79,3.9,1.51,0,0,0
AT2G09510,1,2,3,0,0,0,0,0,1,0,0,0
AT2G09515,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09525,8,10,11,12,15,4,14,15,12,10,0,12
AT2G09530,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09535,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09540,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09545,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09550,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09555,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09560,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09565,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09570,0,0,0,0,0,0,0,0.44,0,0,0,0
AT2G09575,1,0,1,0,0,0,0,0,0,0,0,0
AT2G09585,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09590,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09605,0,0,0.88,0,0,0,0,0,0,0,0,0
AT2G09610,0,0,1.61,0,0,0,0,0,0.3,0,0,0
AT2G09615,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09620,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09625,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09630,0,0,1,0,0,0,0,0,0,0,0,0
AT2G09635,0,0,0,0,0,0,0,0,1,0,0,0
AT2G09640,27.76,31.36,54.61,30.48,14.08,23.74,23.26,38.84,28.58,3.85,10.73,15.87
AT2G09645,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09650,0,1,0,0.99,0,0,0,0,0,0,3.12,0
AT2G09655,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09660,25.97,0,29.02,6.25,0,0,45.02,0,19.52,0,0,0
AT2G09665,3.66,1,0,0,0,0,0,0,0,2.47,0,0
AT2G09670,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09675,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09680,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09685,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09690,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09695,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09700,0,0,0,0,0,0,0,0,0,0.96,0,0
AT2G09705,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09710,7,5,8,3,9,10,10,5,10,6,9,5
AT2G09715,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09720,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09725,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09730,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09735,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09740,0,1.22,0,0,0,0,0.66,0.22,0,0,0,0
AT2G09745,10,12,9,0,0,1,14,13,19,0,0,0
AT2G09750,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09755,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09760,0,0,0,0,0,0,0,0,0,0,3,0
AT2G09765,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09770,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09775,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09780,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09785,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09795,0,0,0,0,0,0,1,0,0,0,0,0
AT2G09805,1,0,3,1,0,0,0,0,1,1.13,0,0
AT2G09815,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09825,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09835,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09838,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09840,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09845,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09875,0,0,0,1,0,0,0,0,0,0,0,0
AT2G09885,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09895,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09905,0,0,0,0,0.43,0,0,0,0,1.76,0,0
AT2G09915,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09925,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09935,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09945,0,0,0,0,0,0,0,0,0,0,0,2.44
AT2G09955,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09965,0,0,0,0,0,0,0,0,0,0,0,0
AT2G09970,5,2,1,0,0,0,0,3,0,5,0,0
AT2G09975,24.57,49.55,9.96,0,0,0,16.03,1.91,5.46,14.23,5.58,18.63
AT2G09990,4493.37,3977.23,4274.69,3313.67,3249.45,3160.31,3767.43,3900.83,6051.36,3257.05,2866.31,2512.71
AT2G09995,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10020,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10025,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10260,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10440,0,0,0,0,0,0,0,0,0,0,1,1
AT2G10450,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10455,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10535,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10537,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10545,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10550,0,1,0,0,0,0,0,0,0,0,2,0
AT2G10553,43,31,51,13,22,29.81,20.2,46.88,51,15,27.26,13.99
AT2G10556,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10557,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10560,0,0,1,0,0,0,0,0,0,0,0,0
AT2G10602,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10606,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10608,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10615,10,24.11,20.05,14,12.02,15.09,26,29.11,35.15,17.02,13.19,14.09
AT2G10625,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10920,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10921,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10930,6,8,12,0,0,2,4,5,7,0,0,2
AT2G10931,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10940,59,69,76,58613,51044,53315,63,75,46,43964,54683,38644
AT2G10950,740,767,826,457,535,544,777,784,1065,556,606,516
AT2G10955,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10965,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10970,0,0,0,0,0,0,0,0,0,0,0,0
AT2G10975,0,1,0,0,0,0,0,0,0,0,0,0
AT2G11000,1106,1018,1361,875,744,1017,985,1103,1509,771,967,812
AT2G11005,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11010,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11015,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11025,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11035,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11045,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11200,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11205,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11215,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11225,81,72,99,27,23,34,73,84,107,29,39,18
AT2G11270,57.03,75,64,15,20,24.02,57,63,71,9,19,35
AT2G11271,0.97,0,0,0,0,0.98,0,0,0,0,0,0
AT2G11405,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11462,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11520,1155,1259,1242,968,926,999,1162,1221,1570,841,1041,972
AT2G11522,0,0,0,3,2,0,0,0,0,0,0,0
AT2G11570,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11620,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11623,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11626,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11773,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11778,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11810,31,32,33,263,212,339,32,39,38,94,164,146
AT2G11815,0,0,0,0,0,0,3,1,0,0,0,0
AT2G11851,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11852,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11890,1651,1488,1726,1928,1756,2011,1470,1549,2280,1834,1783,1458
AT2G11891,0,0,0,0,0,0,0,0,0,0,0,0
AT2G11910,2448,2170,2484,1999,1982,2078,1830,2385,3456,1907,2135,1586
AT2G12170,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12190,22.61,17.71,21.65,137.78,116.89,117.75,20.92,21.03,29.94,77.18,59.25,62.19
AT2G12200,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12205,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12280,0,0,0,1,0,1,0,0,0,1,0,0
AT2G12290,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12400,3364,3413,3566,411,512,459,2979,2738,4186,490,547,458
AT2G12405,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12461,0,0,0,0,0,0,1,0,0,0,1,0
AT2G12462,323,422,463,72,61,70,443,391,449,62,49,36
AT2G12465,0,0,0,0,0,1,0,0,0,0,0,0
AT2G12475,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12480,0,0,0,0,0,0,0,1,1,2,0,0
AT2G12550,391,371,438,173,190,237,377,473,549,156,267,227
AT2G12646,991,815,894,2,1,2,564,545,997,2,2,6
AT2G12875,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12880,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12900,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12905,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12935,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12940,0,0,0,0,0,0,0,0,0,0,0,0
AT2G12945,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13100,1293,1204,1353,515,550,749,1239,1306,1651,571,582,460
AT2G13105,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13125,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13126,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13150,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13275,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13290,307,290,285,484,426,529,360,314,399,346,367,336
AT2G13295,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13350,0,0,0,3,0,1,1,0,0,0,2,0
AT2G13360,654,619,843,72297,51291,62748,737,960,579,47427,69600,56912
AT2G13370,3358,3032,3586,2772,2070,2470,2613,3004,3915,1699,2526,2319
AT2G13422,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13430,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13440,912,788,1004,2092,1623,1959,780,916,1208,1536,2010,1495
AT2G13450,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13463,0,0,0,2,2,6,0,0,0,3,1,2
AT2G13500,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13510,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13540,2636,2209,2707,2189,2144,2365,1957,2386,3351,1821,2421,1784
AT2G13542,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13547,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13550,316,308,344,91,117,113,310,358,422,124,107,88
AT2G13555,0,0,0,0,0,0,0,0,0,0,0,0
AT2G13560,5861,5453,6182,4399,4054,4709,5144,5369,7002,4566,5065,4320
AT2G13570,1,0,0,6,1,3,2,0,0,3,2,3
